pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/ravinderwadhwa,https://image3.mouthshut.com/images/imagesu/m/ravinderwadhwa.jpg,https://image3.mouthshut.com/images/Offline/Common/Images/Badge/popular.png,ravinderwadhwa,https://www.mouthshut.com/ravinderwadhwa,shahdara India,195 Reviews,https://www.mouthshut.com/ravinderwadhwa/reviews,62 Followers,https://www.mouthshut.com/account/trust_by.php?user=ravinderwadhwa,POOR QUALITY STUFF,https://www.mouthshut.com/review/bewakoof-review-omlrrspmssn,"Apr 04, 2019 05:55 PM",18977 Views,,,,Response Received,Bewakoof.com is famous for its clothing printed with some good punch lines or photos.,I was also impressed by one typography on one of its tshirt and ordered it. The tshirt costed me around 450 inr. I received my parcel 10 days later which was quite a long time to deliver the product.,When I actually checked the tshirt the quality was not so good and the fabric was not pure cotton it was a mixture of some synthetic substance.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://www.mouthshut.com/APP_THEMES/Default/IMAGES/verified-member-icon.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/abhay.bhore,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,abhay.bhore,https://www.mouthshut.com/abhay.bhore,Bangalore India,1 Review,https://www.mouthshut.com/abhay.bhore/reviews,,,20 Day for delivering T shirt ...,https://www.mouthshut.com/review/bewakoof-review-oumsqppmssn,"Apr 04, 2019 05:09 PM",1222 Views,,,,Response Received,"Ordered a simple Meteor Grey Half Sleeve T-Shirt(COLOR OF THE MONTH) on 1st April & expected delivery date 20th April. When raised concern over long shipment time, expected delivery date is reduced to 17th April. You stick to your name ""Bewakoof"". Not acceptable!",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/sohammajie155,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,sohammajie155,https://www.mouthshut.com/sohammajie155,Planet Earth India,1 Review,https://www.mouthshut.com/sohammajie155/reviews,6 Followers,https://www.mouthshut.com/account/trust_by.php?user=sohammajie155,Good quality t shirts,https://www.mouthshut.com/review/bewakoof-review-roqmqutsrsn,"Mar 28, 2019 11:41 PM",1379 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"From my opinion bewakoof is one the best brand.It has the best collection in a fair price.The quality of the product is also good.I have purchased a t shirt last month, I have no complain about it.I love all the available products in this store.My friends are also happy by purchasing here.I suggest everyone to buy t shirts from here.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/grwlvishal10,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,grwlvishal10,https://www.mouthshut.com/grwlvishal10,India,1 Review,https://www.mouthshut.com/grwlvishal10/reviews,,,Product Bad And Very Late Delivery,https://www.mouthshut.com/review/bewakoof-review-osoqmqpnrsn,"Mar 18, 2019 12:25 PM",1173 Views,,,,Response Received,Every product In t-shirt for Men in any Size The neck of the t-shirt is very small and quality too. Not Comfortable that why they are cheap. I suggest Redwolf.com. Good quality and better with the neck in the t-shirt.,The delivery is very late too. it took 15 days in a city like Bangalore.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/araks40,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,araks40,https://www.mouthshut.com/araks40,India,1 Review,https://www.mouthshut.com/araks40/reviews,,,Surprising Good,https://www.mouthshut.com/review/bewakoof-review-morpppnuqsn,"Mar 12, 2019 02:44 PM",1145 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"Ordered two t-shirts for my son on this portal as a trial case not very confident on the quality. But I was pleasantly surprised to find one shirt delivered within 3 days (tho' I live in a non metro) and the shirt quality and logo is nothing to complain about, considering it was for 299 bucks. Not to speak of a gift in form of a small notebook.",Waiting for the 2nd order to be delivered,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/karanmehtabsr,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,karanmehtabsr,https://www.mouthshut.com/karanmehtabsr,India,1 Review,https://www.mouthshut.com/karanmehtabsr/reviews,,,Very bad experience,https://www.mouthshut.com/review/bewakoof-review-ulqrmrqmqsn,"Feb 22, 2019 03:22 PM",1178 Views,,,,Response Received,"This is ford side I have no receive my order after 10 day, my account is show cancelled order but I will pay amount customer care very bad person, Dont buy any product from this seller. He ill send 400Rs product for buying 1000Rs products. Fke company",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/ravinarangktm,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ravinarangktm,https://www.mouthshut.com/ravinarangktm,"Ludhiana, Punjab, India India",5 Reviews,https://www.mouthshut.com/ravinarangktm/reviews,10 Followers,https://www.mouthshut.com/account/trust_by.php?user=ravinarangktm,Catchy tshirt and covers at lowest price,https://www.mouthshut.com/review/bewakoof-review-tnrupqslpsn,"Jan 31, 2019 03:47 PM",1481 Views,,,,Response Received,"When I have to buy anything casual for my regular use, this is the website from where I purchased my stuff, last week I was looking a funky Tshirt to go for my bike race and this website fulfill my expectation with perfect message of my engineering frustration.",I home my parents will also understand and ask me to focused more on skill rather than degree - some people are not born to study -hehe-,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/ssssscience,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ssssscience,https://www.mouthshut.com/ssssscience,India,2 Reviews,https://www.mouthshut.com/ssssscience/reviews,,,Worst delivery service!,https://www.mouthshut.com/review/bewakoof-review-rlmolmnqosn,"Jan 19, 2019 01:11 AM",1787 Views,,,,Response Received,"Worst delivery service!  Ddont deliver with Shadowfax!  Do you think your bot can solve all the issues? keep some customer executives,",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/gurudathharshu,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,gurudathharshu,https://www.mouthshut.com/gurudathharshu,India,1 Review,https://www.mouthshut.com/gurudathharshu/reviews,,,Worst service ever.,https://www.mouthshut.com/review/bewakoof-review-mlrrtunposn,"Jan 17, 2019 10:15 AM",20960 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"Bewakoof as the name suggests literally makes Bewakoof of it's customers. I paid Rs599/- online for a product, the delivery never happened. The refund never happened. Worst part is the customer care doesn't even respond to you.!","Forget the service, the customers literally get cheated. Attachment below is the msg I received for delivery getting cancelled for no reason and the payment I've made.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ravinarangktm,,
Reply as Brand,https://www.mouthshut.com/gauravsachdeva1985,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,gauravsachdeva1985,https://www.mouthshut.com/gauravsachdeva1985,Ajmer India,4 Reviews,https://www.mouthshut.com/gauravsachdeva1985/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=gauravsachdeva1985,Coolest and Youth website,https://www.mouthshut.com/review/bewakoof-review-lntunrurnsn,"Jan 03, 2019 12:43 PM",1437 Views,,,,Response Received,"I have never seen a website like this, their product are lowest yet deserve 5 stars, I have been frequent buyer of this website and never contacted them to inquire anything because their website and sms service make your wait worth at last.",I wish you guys can start electronics gadgets also.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/mohanbabu89,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,mohanbabu89,https://www.mouthshut.com/mohanbabu89,"Bangalore, India India",3 Reviews,https://www.mouthshut.com/mohanbabu89/reviews,,,Excellent product Quality & awesome collection,https://www.mouthshut.com/review/bewakoof-review-lumnoolpmsn,"Dec 12, 2018 01:16 AM",1639 Views,,,,Response Received,"Bewakoof is not at all like their name suggest, they are very intelligent with their creative work they shows on all their product, I bought almost 70% of their product and recommended to many friends because they actually provides pocket friendly products.",Keep exploring the world and filled your website with more amazing stuff.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/shikshajha5971,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shikshajha5971,https://www.mouthshut.com/shikshajha5971,"New Delhi, India India",1 Review,https://www.mouthshut.com/shikshajha5971/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=shikshajha5971,Worst experience ever,https://www.mouthshut.com/review/bewakoof-review-tpsnuspomsn,"Dec 11, 2018 01:04 AM",1262 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"This was the first time I was using bewkoof website for online shopping. And I have experienced the worst service .. Neither these guys have any contact number and the delievery executives number also that they provide is waste as they never pick up calls .. I got a message that my packet will be delivered today, I had given my office address so he was required to come before 7. On top of that when I tried connecting with them through their provided mail there response was not at all related to my query. Seems as they were just giving response for the sake of doing it.. Worst experience ever. Poor connectivity and customer support.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
